source,target
Make melody to the Lord with instruments of music; with a corded instrument and the voice of song.,tingtang nên LALPA fakin zai rawh u; tingtang leh fakna hla thawm nên.
"He put up the higher doorway of the house of the Lord, and did much building on the wall of the Ophel.","LALPA ina kawngkhâr chhakta zâwk a siam a, tin, Ophel kulh chungah chuan in tam tak a sa bawk a."
Man took part in the food of strong ones; he sent them meat in full measure.,Mihringten mi chake chhâng chu an ei a: Puarna khawpin chaw a rawn pe a.
"Children, do the orders of your fathers and mothers in all things, for this is pleasing to the Lord.","Naupangte u, engkimah in nu leh in pate thu zawm rawh u, chu chu Lalpaah chuan a lawmam si a."
"Up, let us be going: see, he who gives me up is near.","Tho ula, i kal ang u; en teh u, mi mantirtu tur chu a lo hnaih tak hi, a ti a."
It's day already.,Ni a ni tawh.
"And without loss of time the young man did as they said, because he had delight in Jacob's daughter, and he was the noblest of his father's house.","Tichuan tlangval chuan Jakoba fanu chu a duh hle avângin, chu thil chu rei rial lovin a ti ta mai a: ani chu a pa chhûngte zawng zawng zînga mite zah ber a ni a."
"A wise son is a lover of teaching, but the ears of the haters of authority are shut to sharp words.","Fapa fing chuan a pa thununna a pawisa thin a, Hmusit ching mi erawh chuan zilhhauna a ngaithla duh thin lo."
But go to my father's house and to my relations for a wife for my son.,"ka pa in lamah, ka laichînte hnêna kalin ka fapa tân nupui i neihsak zâwk tûr a ni,' tiin chhia mi chhamtîr a."
Tom yelled,Tom a au vak
Solomon had a vine-garden at Baal-hamon; he let out the vine-garden to keepers; every one had to give a thousand bits of silver for its fruit.,"Solomona'n a nei grêp huan, Baal-hamon-ah, Huanpute hnênah chuan a kawltir; Mi tinin an rawn lak tûr, thei man cheng sângkhat."
"When he makes search for blood, he has them in his memory: he is not without thought for the cry of the poor.",Thisen chhuah chhuahchhal thintu chuan anni chu a hre reng si thin a: Miretheite au thawm a theihnghilh ngai lo.
"Men of blood are haters of the good man, and evil-doers go after his soul.","Thisen chhuah chak mite chuan mi tha famkim an hua a, Mi dik takte erawh chuan a nunna humhim an tum thin."
They accepted each other,An in pawm ve ta a
Don't give in to the wall.,Wall-ah inpe suh.
"The high places, however, were not taken away: but still the heart of Asa was true to the Lord all his life.",Hmun sângte erawh chu a thehthang bo lo va: nimahsela Asa thinlung chu a dam chhûng zawng LALPA lamah a tha famkim a ni.
I cannot abide him,Amah chu ka tuar thei lo
Stretching from the wall of the towns a distance of a thousand cubits all round.,"Tin, daikiang Levi-ho in pêk tur chu khaw kulh ațanga tawng 1,000-a thui ani tur a ni."
I am a lonely man.,Mi pakhat chauh ka ni.
How long will I go on seeing the flag and hearing the sound of the war-horn?,"Eng chen nge indona puanzar ka hmuh ang a, Tawtawrâwt ri ka hriat ang?"
"Then, opening his mouth, and cursing the day of his birth,","Hetih hnu hian Joda chuan a kâ a ang a, a pianna ni chu ânchhia a lawh ta a."
Have glory in his holy name; let the hearts of those who are searching after the Lord be glad.,A hming thianghlim chu chhuang rawh u;LALPA zawngtute thinlung chu hlim rawh se.
I like rice,Chaw ka duh
"When the man of pride undergoes punishment, the simple man gets wisdom; and by watching the wise he gets knowledge.","Hmusit ching mite hrema an awmin mi mawlte chuan an fin phah a; Tin, mi fing chu zirtira a awmin hriatna a dawng thin."
So the daughters of Zelophehad did as the Lord gave orders to Moses:,"Tin, LALPAN Mosia thu a pêk ang chiahin Zelophehada fanute chuan an ti a."
And I tested them.,"Tin, ka fiah bawk a."
They wouldn't follow us.,Min zui lo ang.
I'm American,America mi ka nia
"Thirteen towns with their grass-lands were given to the children of Aaron, the priests.","Arona thlah, puithiamho khawpui zawng zawng chu khawpui sâwm leh pathum a ni, a daivelte nen."
You're dying,I thi mêk
Don't go in,Lut suh
Then Jesus went up the mountain and was seated there with his disciples.,"Tin, Isua chu tlangah chuan a kal chho va, chutah chuan a zirtirte hnenah a thu a."
"He makes the grass come up for the cattle, and plants for the use of man; so that bread may come out of the earth;","Hlobet chu rante tan a totir thin a, Thlai chu mihring hmanah a totir bawk thin; Lei atangin ei tûr a chhuahtir theih nân:"
"Truly, God does not do evil, and the Ruler of all is not a false judge.","A ni, Pathian chuan suaksual takin a ti lul lo vang a Engkimtitheia chuan a rel khawlo hek lo vang."
It isn't surprising,Mak a ti lo
I'm not paying for this.,Hei hi ka pe lo.
"And one of them, when he saw that he was clean, turning back, gave praise to God in a loud voice;","Tin, an zinga pakhatin a dam ta tih a inhriat veleh, aw ring taka Pathian fak chungin a kir leh ta a;"
Leave a blank space.,Hmun ruak dah la.
He denied it,A pawm lo
Tom's fast,Tom a chak
I'm too late,Ka tlai lutuk
Tom doesn't drink,Tom a in ngai lo
I love games,Infiamnate ka duh
Who was pleasing to God; and he had a desire to make a holy tent for the God of Jacob.,"Chu Davida chu Pathian mithmuhin duhsak tlakin a awm a, Jakoba Pathian tan awmna siamsak a dil a."
Who is false but he who says that Jesus is not the Christ? He is the Antichrist who has no belief in the Father or the Son.,sua chu Krista a ni tih awih lotu aliama dawthei tunge awm? Krista dodaltu chu Pa leh Fapa awih lotu hi a ni.
"So David said to the Gibeonites, What may I do for you? how am I to make up to you for your wrongs, so that you may give a blessing to the heritage of the Lord?","Davida chuan Gibeon mite hnênah chuan, Engnge ka tihsakang che u? LALPA ro chu mal in sawm theih nân eng anga inremna nge ka siam ang? a ti a."
"Then the chief wine-servant gave Joseph an account of his dream, and said, In my dream I saw a vine before me;","Tichuan uain pe hotu ber chuan a mumang chu Josefa a hrilh a, a hnênah, Ka mumangah chuan ngai teh, ka hmaah hian grêp hrui a lo awm a;"
Tom is wet,Toma a huh
Grab a spoon.,Fian va la the.
"They make it beautiful with silver and gold; they make it strong with nails and hammers, so that it may not be moved.","Tangkarua leh rangkachakin an chei a, A chet loh nân thirkilhna leh tubohvin an kilh a."
Mary decorated it,Mari chuan a chei a
And the instruments and trays for use with it are all to be of the best gold.,"Tin, chu mi atâna hman tûr chaichehte leh meivap dahnate chu rangkachak hlîr hlak a ni tûr a ni."
"In whose mouths are false words, and whose right hand is a right hand of deceit.","An ka chuan dawt a sawi a, Chhechham chung pawhin dawt an sawi."
"Only he did not take the land of the priests, for the priests had their food given them by Pharaoh, and having what Pharaoh gave them, they had no need to give up their land.","Puithiamho ram chauh a lei lo va: puithiamhote chuan Pharaoa lakah chanvo an nei a, Pharaoan an chanvo a pêk chu an ei țhîn a ni; chuvângin an ram chu an hralh ve lo va."
"And even with these words, it was hard for them to keep the people from making an offering to them.","Tin, chung thu chuan mipuiten anmahni biak nana ran an talh tur chu an khap zo ta hram hram a."
They aren't dating,An inngaizawng lo
"And Absalom and the men of Israel came to Jerusalem, and Ahithophel was with him.","Tin, Absaloma lehmipui zawng zawng Israel mite chu Jerusalem-ah an kal a, tin, a hnênah Ahothophela pawha tel a."
I'm not famous yet.,Ka la lar lo.
The sun is starting to go down.,Ni a tla tan ta.
Of oak-trees from Bashan they have made your driving blades; they have made your floors of ivory and boxwood from the sea-lands of Kittim.,"Basan sasua i vai chaah an siam e, Saingho chhûngphûm i lawng chhuatah Tufar thing, Tuipui ram kittim ata chu."
I am short of money.,Sum ka tlachham.
They've suffered enough,An tuar tawk tawh
"Make no addition to his words, or he will make clear your error, and you will be seen to be false.","A thute chu belhchhah suh, Chutilo chuan alai lang ang chia, Dawthei i lo ni dah ang e."
He's not writing a letter.,Lehkha a ziak lo.
But my people did not give ear to my voice; Israel would have nothing to do with me.,Nimahsela ka mite chuan ka awm an ngaithla si lo va; Israel-ho chuan min duh loh kha.
I'm a singer,Zaithiam ka nia
She is hard at work.,Hnathawh tak a ni.
They're cops,Sipai an nia
And their brothers the Levites were responsible for all the work of the Tent of the house of God.,"Tin, an unau Levi-hote chu Pathian biakbuka rawngbawl hna zawng zawng thawk tûra ruat an ni."
I got injured,Hliam ka tuar
"Unnumbered are those who say of my soul, There is no help for him in God. (Selah.","Ka chungchang thu an sawi a, Pathianin a pui lo vang an ti a. Selah"
Tom's filthy,Tom a phakar
I do that.,Ka tih a nih kha.
Don't underestimate it,Ngaihsit suh
I want grandchildren,Fate ka duh a ni
"And they kept the saying, questioning among themselves what the coming back from the dead might be.","Tichuan, chu thu chu an vawng reng a, Mitthi zing ata thawhleh chu eng tihna nge ni ang? tiin an inzawt thin a."
"See now, how as our reward they have come to send us out of your land which you have given us as our heritage.",kan luah atân i ram min pêk atân hnawchuaha mi rawn thungrulh an tum dan hi lo hre teh.
I'll risk it,Ka enchhin dawn
We got lucky,Kan vannei
Ask them,Anmahni zâwt rawh
I slapped him.,Khapa kha ka beng tawh.
He's so cute,A duhawm hle
She has yellow hair.,Sam sen a nei a.
"They made a young ox in Horeb, and gave worship to an image of gold.","Horeb tlângah chuan bawng no lem an sima a, A lem chhun chu an be ta a."
I hear you got fired,I ban tih ka hria
I like ponies,Sabengtung ka ngaina
"So then, keep my rules and my decisions and do them, so that the land which I am giving you as your resting-place may not violently send you out again.","Chutichuan ka thupêk zawng zawng te, ka rorêl zawng zawngte in pawm ang a, in zawm tur a ni: tichuan awm tura ka hruaina che u ram chuan a luak chhuak dawn lo che u nia."
"But it is not as if the word of God was without effect. For they are not all Israel, who are of Israel:","Chuvangin unaute u, bat kan nei; tisa dana awm turin tisa lakah erawh chuan a ni lo."
"And they got false witnesses who said, This man is for ever saying things against this holy place and against the law:","tin, hretu derte an siam a, chu mite chuan, He mi hian he in Thianghlim leh Dan hi a sawichhe fo thin a;"
Do you accept Visa,Visa i pawm em
I can accept that.,Chu chu ka pawm thei a ni.
I can't sit still.,Ka thu thei lo.
They're back,An lo lêt e
"And Samuel said to him, The Lord has taken away the kingdom of Israel from you this day by force, and has given it to a neighbour of yours who is better than you.","Tin, Samuela chuan a hnênah, Vawiin atang hian LALPAN Israel ram hi a chhuhsak ta chia, i aia tha zawk i thenzawm a pe ta a ni."
"So I was like a man whose ears are shut, and in whose mouth there are no sharp words.","A ni, mi tawng hre thei lo, A kaa zilhhauna reng chhuak ngai lo angin ka awm."
Tom is lying,Tom chu a mu mêk
Of course,A nih lohin
I'm not sure I get it.,Ka hmu thei lo.
"And he put the tent of Joseph on one side, and took not the tribe of Ephraim;","Chu lo pawh chu Josefa puan in chu a duh lo va, Ephraim hnam chu a thlang lo bawk a;"
"Now on the second day after he had put Gedaliah to death, when no one had knowledge of it,","Tin, Gedalia a thah hnu ni hnihnaah chuan heti hi a lo n a, tumah an hriat hmain,"
Don't feel too bad.,Hrehawm lutuk suh.
"If I have taken its produce without payment, causing the death of its owners;","Man pe lova a rha chhuahte ei ka lo nih a, A neitute nun hlohtir emaw ka lo nih chuan,"
"And they took the boy in, living, and were greatly comforted.","Tin, rawlthar chu damin an hruai a, thlamuan namenin an thlamuang ta lo va."
"He who has a poor opinion of his neighbour has no sense, but a wise man keeps quiet.","A thenawm hmusittu chua fina a nei lo va, hriatna nei mi erawh chu a ngawi thin."
"Their houses are free from fear, and the rod of God does not come on them.","An in lote chu hlauhawm lakah a him a, Pathian tiang chu an chungah a tla hek lo."
"And the high looks of man will be put to shame, and the pride of men will be made low: and only the Lord will be lifted up in that day.","Mihring induhnate chu tihhniamin a awm ang a, mite chapona chu tihlawmin a awm ang: chu mi niah chuan LALPA chauh chu chawisanin a awm ang."
"Because in much wisdom is much grief, and increase of knowledge is increase of sorrow.","Finna a nasat poh leh buaina a tam a, Hriatna a pun poh leh manganna a pung."
"So then, brothers, be strong in purpose, and keep the teaching which has been given to you by word or by letter from us.","Chutichuan, unaute u, ding nghet ula, thurochhiahte chu thusawiin emaw kan lehkha thawnin emaw kan zirtir che u kha pawm tlat rawh u."
"Then said Isaiah to Hezekiah, Give ear to the word of the Lord of armies:","Tichuan Isaian Hezekia hnênah chuan, Sipaihote LALPA thu hi hre rawh."
I still don't eat meat.,Sa ka la ei lo.
Don't go in,Lût suh
Tom hit Mary,Toma'n Mary a vua
